"","Hoogte","Afstand_tot_vallei","Temperatuur"
"1",1175.63616143894,5.87903176574673,-2.35102412488121
"2",976.462516703168,2.16085669456284,0.254226423750534
"3",1219.65710676664,5.37004110329394,-3.37784414221023
"4",953.504931103511,2.67455924905323,1.60046015102449
"5",997.474602870333,2.3132166255645,0.372604832570846
"6",1001.47561560834,5.32890817610581,3.93764093546962
"7",1008.12153837465,5.59349839209139,4.72498748997709
"8",976.195823705564,5.8595605148059,5.07528122978193
"9",973.491163627503,2.34775774896544,1.21751940541574
"10",995.231552371114,6.05311844106474,6.53711312773676
"11",1001.94143243943,5.72526477912607,5.09736988193478
"12",1029.73589796524,2.4351013874678,1.87556205347908
"13",1012.52804303138,6.50357251326087,5.51457400887964
"14",1045.65627203272,1.91709459870454,0.434825277288532
"15",980.00788128158,6.33524509402375,7.15544950307379
"16",1003.63970543951,6.76221418927328,7.44240269023718
"17",974.804432374352,1.23760604668261,0.500625915728778
"18",965.570300562938,6.2219921121064,8.50844165399607
"19",1214.88950693265,6.67893023420069,-3.99072788704735
"20",1155.85657379629,6.17050587121293,-0.638345471624588
"21",1178.31611184126,6.04470500728267,-2.96910648113827
"22",1258.06857730156,6.10949013402221,-8.0510208400657
"23",1016.92732377503,1.7573177844347,-0.665874371905496
"24",978.770584798318,5.97412398805693,5.65175449567426
"25",980.535937397247,6.33490864404494,7.80030540768295
"26",958.296781605684,1.45592692076799,-0.0511760760122539
"27",1021.3402311131,1.6680962154931,-0.0906888455717125
"28",950.497988537193,6.20230028647366,7.24600696416533
"29",973.470330294463,1.59770682415034,-0.163690401290682
"30",1009.89410067995,2.28190797454685,0.999989560644861
"31",977.169982827701,5.68684820089435,7.22987430630432
"32",1266.18870087989,5.25646321087539,-6.97085928860911
"33",1270.06167109144,5.98771692610236,-7.54758980455864
"34",1040.82814754771,6.89759046126065,5.99782531260448
"35",1153.734557347,6.04666941379339,-1.49837407018526
"36",974.268733068801,2.65206598556365,1.14718858995164
"37",1010.75775059895,5.7665110176596,3.58484246759211
"38",1230.4143004895,6.297885857321,-4.07675887382052
"39",975.225165556668,5.27609915845645,7.01760022061542
"40",1010.86368539403,1.71263923353457,0.151250249250983
"41",975.236727102549,5.51629337367515,5.0536076797705
"42",1233.20563565503,5.35726166131948,-6.08284802260956
"43",1204.97817611699,6.37568121213367,-5.98079031680555
"44",1252.29454776031,6.10119445805336,-7.77873766703621
"45",958.266207629849,4.83396519804631,5.20157731278846
"46",1227.49437415578,6.07280721271132,-4.73858279811122
"47",975.930127537671,1.3115057930601,-0.826719623403102
"48",1007.10569254487,2.12808249098978,-0.016473553109034
"49",997.433486774365,2.21945135659783,-0.0284197663586117
"50",997.013296466509,6.49762600801427,6.57482143384181
"51",987.087072894066,2.65370827781925,1.14573612374312
"52",951.027641979847,6.06420602835738,8.7170123260369
"53",967.601571480861,5.58836180865348,7.21024488037411
"54",1012.9290825356,1.59784740940963,0.0883878058708043
"55",966.924194821923,1.1206021140517,-1.35343958124858
"56",938.626560422553,6.01865833801983,8.11377976575678
"57",1275.49163926145,6.36881947727906,-9.41876062746378
"58",978.576235221172,6.26927886493323,7.10116251405061
"59",1017.81314156497,6.11574885268401,5.00703100336861
"60",986.68548839508,1.93098625146356,-0.0861524870515697
"61",1229.86325743186,6.05742065496089,-4.72889596414583
"62",1210.45032043082,5.91766620489591,-4.865349663258
"63",1187.25625526886,6.4214918799804,-2.99253293064319
"64",995.202156469719,4.82304098901183,2.81351891141773
"65",960.942574135807,2.10330155636004,0.684823755912385
"66",1165.94213899272,6.31407359792697,-2.44378286277126
"67",987.065221346464,6.44532712860742,6.67131050896722
"68",1006.56500968208,6.28892454527004,4.06450030292998
"69",1274.65734893519,5.910079955361,-7.00212383370153
"70",1019.5655154511,1.12115054982934,-1.06175834426995
