"","Wind"
"1",10.5657193202527
"2",9.49959420343415
"3",6.78519862000713
"4",12.9097520559034
"5",18.5165426580723
"6",14.3855444810628
"7",9.37116237846149
"8",13.1019633118315
"9",17.7707590427533
"10",13.4668305890025
"11",17.3092091660482
"12",15.2255911504924
"13",9.71761131720569
"14",9.9855467478565
"15",14.5546089574863
"16",6.28365995864265
"17",15.5210565144972
"18",5.02581570148441
"19",13.5350421022765
"20",7.82030201970844
"21",6.31180828934227
"22",9.53074757732343
"23",12.2908727364629
"24",15.4987013289583
"25",10.284017943136
"26",14.1686382061582
"27",13.3547274405018
"28",11.9499646940811
"29",10.3773506740932
"30",9.08971098775525
"31",10.8785134476106
"32",8.63673265504304
"33",12.8246703966652
"34",13.1350825128471
"35",10.1762946730579
"36",16.4953225071901
"37",13.5553112318468
"38",13.3493314428575
"39",14.3405896252106
"40",14.2461700946719
"41",11.0625699933591
"42",4.33816181865456
"43",19.7952047887641
"44",10.0031560884611
"45",10.5769563773797
"46",15.5282293376165
"47",10.5707501232454
"48",9.31150207879553
"49",13.4787785028019
"50",11.9827093659035
"51",9.25342047896943
"52",14.3595300329005
"53",15.9334660121047
"54",13.2011139066257
"55",10.3213753167041
"56",7.0379749075732
"57",8.31435996306685
"58",6.54180627702433
"59",11.9545135027543
"60",9.45308459495464
"61",10.7511470110942
"62",17.473561804046
"63",7.88968737420309
"64",13.4669937622577
"65",15.5309852794209
"66",12.5763670859426
"67",12.6977872353358
"68",9.73146095935283
"69",13.2075862638048
"70",17.2834726538952
"71",10.0541529303462
"72",6.80459512542365
"73",14.6013034294833
"74",14.9046164439727
"75",9.86008786427365
"76",10.7132611930682
"77",12.4229811288298
"78",7.62409741193891
"79",11.9231704456711
"80",14.5425587739492
"81",6.49803235749926
"82",7.47997771423683
"83",12.6209182281469
"84",11.9061346038206
"85",12.6962066997832
"86",7.54772791903959
"87",11.2352470400315
"88",12.6357530948634
"89",19.1316891444327
"90",14.8231312716002
"91",11.1815285217052
"92",5.82071190389044
"93",10.4288239970247
"94",15.03645797651
"95",12.1612138302848
"96",13.8445820965744
"97",9.99030894861558
"98",15.1672239686842
"99",9.77815225540429
"100",5193.98351147839
"101",15.4019915828767
"102",10.4961073273704
"103",14.0541921667951
"104",12.8332439891137
"105",12.6539317200313
"106",12.7839834743096
"107",15.7459421536961
"108",14.9453940993218
"109",11.5250571173112
"110",14.7084259872276
"111",14.6404977443267
"112",20.0275900028572
"113",16.5060354260149
"114",6.67665015566596
"115",11.8341223628463
"116",12.5019061740643
"117",9.62720733626016
"118",16.9733049574878
"119",11.0515059354555
"120",16.2703969627837
"121",9.88654680429205
"122",9.83352341626543
"123",13.718070862927
"124",10.8619967425944
"125",10.2024737547358
"126",9.53951640200489
"127",12.6743533105674
"128",11.5830813142237
"129",18.8745232413512
"130",14.3354772785372
"131",10.3461192787439
"132",13.428469829108
"133",10.0177219341834
"134",18.0326540922537
"135",12.6958085345376
"136",11.2224776583777
"137",9.01330609778191
"138",15.7372850905458
"139",12.8235590650973
"140",13.4121530430251
"141",13.0049157187047
"142",9.62141965154978
"143",17.3110259959761
"144",11.2422201314544
"145",17.4000889525475
"146",15.2138950231238
"147",6.95836615054078
"148",10.2438904931522
"149",14.8138751041922
"150",16.8897809917569
"151",8.43751474975828
"152",7.90073196527817
"153",7.4660761769884
"154",11.4700276426509
"155",9.02797026848388
"156",11.0508205750159
"157",9.35790803594361
"158",11.734337197292
"159",8.1203632102523
"160",6.820086601591
"161",13.5258634361207
"162",7.8879865139664
"163",11.1061848437808
"164",19.019232530028
"165",14.1721602222992
"166",17.0980492587396
"167",8.48047166237104
"168",16.9577295000756
"169",13.504768138959
"170",9.74724927901256
"171",9.12879347350158
"172",11.7703557548538
"173",16.4716590007441
"174",11.14324632667
"175",7.73639091807584
"176",13.2987834016622
"177",9.56243034912474
"178",14.6281039780578
"179",16.7298652702468
"180",7.52424162630859
"181",16.9442725256768
"182",9.30713661291303
"183",11.3346690820911
"184",13.3998767273411
"185",10.1409490943492
"186",9.155959147681
"187",15.3161080828397
"188",9.12447776260995
"189",13.3119157143769
"190",16.2459875161941
"191",10.8152964779105
"192",9.80865313021867
"193",8.75710150735476
"194",17.5219985006375
"195",19.3102377510891
"196",6.33624024477222
"197",8.20512427947018
"198",10.3204180495499
"199",12.9553588460474
"200",9.87434747734994
"201",6.82439251295924
"202",9.3894621368869
"203",14.0666526320075
"204",11.6813764018237
"205",9.49583418053633
"206",10.615092670305
"207",8.2951872147219
"208",16.8501217041147
"209",8.31898707954248
"210",6.99339712375186
"211",7.40522772272127
"212",10.7135473793899
"213",9.43699822584027
"214",6.47998698768363
"215",10.7939304457538
"216",8.76559610227457
"217",2.35337054717724
"218",7.66897511172683
"219",10.4651616094588
"220",8.13444539812575
"221",14.9092980697413
"222",20.7625706988144
"223",6.96284780200347
"224",11.8697974416924
"225",13.9171091161727
"226",3.58778515145222
"227",12.666913853664
"228",9.0092435226394
"229",11.6333226091529
"230",15.2564652641489
"231",14.5388529289632
"232",10.7291461571539
"233",10.8369461172668
"234",8.77541398993159
"235",6.85290263643049
"236",17.0861155488551
"237",8.68053381587897
"238",13.0471485625352
"239",9.38344087847025
"240",16.3206296533635
"241",10.4596638080794
"242",6.14685474241822
"243",6.85883623379784
"244",12.6649844493627
"245",10.9604718551641
"246",13.0266836202463
"247",13.0447516730034
"248",16.9823007452957
"249",11.1632942797158
"250",13.6932573268164
"251",11.4042592295838
"252",8.36205848559357
"253",8.75553929234449
"254",5110.71276093246
"255",9.35374640373133
"256",8.95146105298392
"257",5.05650279105623
"258",15.0970270278034
"259",12.9819636971264
"260",12.5275739706965
"261",16.4031005889104
"262",9.99663056753711
"263",11.6209010636965
"264",13.7466989259336
"265",11.0787340994688
"266",10.5598804751992
"267",11.6121401285405
"268",12.5450357287473
"269",13.8280745556717
"270",11.9601615166371
"271",8.87917951904496
"272",10.3973379390934
"273",13.1515451585884
"274",10.5508621145178
"275",13.1874833074866
"276",13.3515479659454
"277",15.8204194920498
"278",14.2245789429466
"279",9.89386889742061
"280",6.11338210666889
"281",19.6829902153556
"282",6.42437696346306
"283",7.33096554850763
"284",15.0155886490447
"285",9.60989323871085
"286",15.5086596584277
"287",14.508016942031
"288",11.1818885071592
"289",13.3011592357994
"290",13.7691488866886
"291",13.772893432204
"292",13.8584002131955
"293",11.7443298807438
"294",15.5640553417612
"295",10.5450126957217
"296",9.26361112836891
"297",13.7826153034794
"298",13.1975545098725
"299",11.8780230049402
"300",14.8558706008521
"301",9.17272951263716
"302",7.78317856101977
"303",13.0869230990735
"304",14.8553998781382
"305",13.0536276530453
"306",16.7975100712967
"307",8.31845960750043
"308",11.348360820914
"309",11.8734293874109
"310",13.2016518161755
"311",14.6980663781437
"312",11.8864434921942
"313",5.84030178012415
"314",11.169153363337
"315",4960.66654384576
"316",5092.94915000859
"317",13.963817679566
"318",16.0508040807346
"319",10.2288727618346
"320",9.9821755538969
"321",11.6856214006515
"322",10.5920609114174
"323",6.85030191985601
"324",8.36620473174279
"325",14.015264349531
"326",13.5742498032625
"327",18.4667272648532
"328",14.3167019333428
"329",14.9604220077535
"330",12.8626692850648
"331",9.70322054937367
"332",9.31019742121266
"333",10.441079157979
"334",12.3005155238238
"335",11.6433887115031
"336",9.72679776348122
"337",13.5862751107764
"338",16.0589838456627
"339",5.89925993934559
"340",15.3675497905322
"341",12.6480053907446
"342",12.3640153947975
"343",12.2484811974799
"344",12.1954995332956
"345",14.2632797130521
"346",10.535620331156
"347",9.52072714660376
"348",10.9569317842199
"349",11.2095702426913
"350",10.9031839428721
"351",17.8304951877152
"352",16.7815421569964
"353",8.70313109097815
"354",15.8984027403179
"355",10.2150856490722
"356",18.5091028817012
"357",7.08141653685491
"358",6.56316131274034
"359",15.8134379324091
"360",12.2094513744987
"361",15.2558316209443
"362",14.5858042810953
"363",14.5907218991558
"364",7.97459261115052
"365",9.42144208250678
"366",10.4185251108817
"367",13.7489792743619
"368",18.4569270038995
"369",10.5516765903096
"370",12.4373073744521
"371",12.6652474745462
"372",11.5009155403344
"373",7.97949790848608
"374",13.6539942331221
"375",11.543308293708
"376",9.25696496178822
"377",12.4164385428403
"378",7.84885913962459
"379",14.0339408971063
"380",11.8791951567479
"381",11.5217154170623
"382",11.6350980380756
"383",10.9787875253593
"384",12.6921936387298
"385",15.1590918574118
"386",10.9879689232544
"387",8.17524173176804
"388",11.0472125064858
"389",8.46513508984066
"390",13.0631061310161
"391",12.3568952749788
"392",12.6610527337175
"393",10.5191617359983
"394",10.5905504539771
"395",16.4804019459454
"396",13.4875304277817
"397",10.4251590816433
"398",12.8055387488164
"399",13.6819001013987
"400",11.4728535044195
"401",11.5339603623976
"402",18.2738947091948
"403",5013.17702587748
"404",8.27178509320703
"405",16.0379248648537
"406",14.399793420595
"407",10.3015357074019
"408",12.0869385282738
"409",15.198005174553
"410",9.91644482669577
"411",9.14134663454983
"412",12.8300193972547
"413",11.8223639025182
"414",16.5669279073663
"415",9.54080921655409
"416",10.3754916070749
"417",13.594436003362
"418",9.72473164503532
"419",8.70605256143707
"420",11.2975493117503
"421",7.16202695254823
"422",10.1022839542447
"423",13.1616529713163
"424",9.28565215076829
"425",14.9221692662605
"426",16.7163744914892
"427",12.539579977681
"428",11.5933226093363
"429",12.2283153439308
"430",9.88795847934841
"431",12.4257726427145
"432",15.0179458168251
"433",8.81824078563761
"434",5.18691891934576
"435",11.2160396832428
"436",13.2672921999519
"437",15.7671944418633
"438",8.66162312947172
"439",14.1806254203044
"440",8.52325094462982
"441",11.408404487354
"442",11.9763121198933
"443",8.33139083246959
"444",9.44756643359311
"445",15.0080800362695
"446",13.4253955640634
"447",14.2034571568341
"448",13.7392767600699
"449",8.69342862966821
"450",6.4186509339863
"451",12.3683129892399
"452",17.1522945437918
"453",9.82004582948299
"454",12.8369833822998
"455",13.1625671236415
"456",11.1285258719389
"457",11.8418717845168
"458",11.4386612232827
"459",13.3641245248935
"460",9.70297578375499
"461",7.77200570402716
"462",10.8061790830677
"463",5.21962619541329
"464",10.9780587018253
"465",13.2035361571808
"466",16.9234949076801
"467",16.0582276272169
"468",12.5610596782998
"469",14.6187157147774
"470",4876.82652728817
"471",10.7253100595326
"472",8.66743049249388
"473",10.841940792431
"474",18.6561090782867
"475",8.71079403030713
"476",9.7519097360519
"477",8.28207686705009
"478",12.5207568287623
"479",11.6989691582807
"480",11.4158389497929
"481",11.6290658236793
"482",12.5130874529009
"483",12.345182450781
"484",10.013643918497
"485",16.0645635743783
"486",15.1981860810058
"487",4.89110430624946
"488",9.61724415781288
"489",14.0547809779302
"490",16.0312838866377
"491",11.288040599187
"492",8.9383433083877
"493",16.7832717293853
"494",13.4788000754987
"495",11.1323897263595
"496",8.80214118048632
"497",12.3479845985029
"498",11.169643756753
"499",14.6859634565279
"500",10.1234713616442
"501",4.12825124611813
"502",12.3673852571115
"503",13.530951852977
"504",13.6632388812063
"505",17.8839256404525
"506",7.89966907116085
"507",16.8999901695224
"508",1.07396925586358
"509",11.4888625181585
"510",19.1431607668275
"511",6.43378766100901
"512",12.0326269537851
"513",16.3748610273521
"514",16.7828066222825
"515",8.93473424967407
"516",17.5123527002707
"517",15.1368816129999
"518",14.6718928827206
"519",11.9482922938736
"520",10.3668014499372
"521",11.8905564247921
"522",14.0647754311667
"523",15.1861364972644
"524",15.1353848830435
"525",8.18146558032692
"526",12.5533345570802
"527",10.1839828315167
"528",13.7159810152421
"529",14.1699026016948
"530",16.9821104554602
"531",14.3189133159236
"532",12.3928150423068
"533",12.6456017443418
"534",9.94091987144107
"535",3.19674528604948
"536",17.6091345951277
"537",8.87458844862601
"538",8.71576731411266
"539",13.5552569129482
"540",13.721251151095
"541",12.3315241372198
"542",11.4953187734756
"543",14.353428042558
"544",12.8086705040276
"545",18.6088664197487
"546",11.8221060221051
"547",13.2191010206303
"548",4.96666884199653
"549",14.2245969991287
"550",12.5577555787232
"551",12.1399754002656
"552",8.77614371888198
"553",7.63380158476666
"554",4.73926939047931
"555",11.9412618603563
"556",17.6841851804741
"557",14.2134551284068
"558",10.4351134523566
"559",9.66114222711394
"560",14.1165341552605
"561",14.1566293613293
"562",11.4818573923086
"563",13.5939925453817
"564",10.3560884741903
"565",13.4700414329358
"566",14.6536211097615
"567",6.35497571409443
"568",8.88837950626325
"569",8.83181732808027
"570",13.777420855596
"571",8.93018393926744
"572",9.24190767342114
"573",14.026923214012
"574",9.40093827944914
"575",15.7755292207588
"576",11.3702692371171
"577",13.9218707744538
"578",11.6800958505447
"579",13.4566766308703
"580",15.1506706222796
"581",6.27020138496462
"582",14.217597772886
"583",7.4196086176165
"584",9.54258696356336
"585",6.82997775538687
"586",11.5483344135424
"587",16.233207907622
"588",15.3443675539201
"589",10.7760236977568
"590",11.1016796198954
"591",12.9793523650003
"592",6.78003955048591
"593",13.902061593763
"594",12.3696540816724
"595",8.80459648400556
"596",13.8489107600428
"597",12.3388177360823
"598",15.3465994593559
"599",10.5804934821908
"600",9.26988256049512
"601",11.5116067654191
"602",9.8243928486677
"603",14.1474830141572
"604",3.8598149488752
"605",12.7287096617406
